"Notes:"
"2024/02/23
Standard Data ver 1
Vacuum pressure 3.29e-2 torr
Simulate leak testing on index set 75
"760","224.8","2.536E+0","0.000E+0","0.000E+0","0.00000E+0","15:53:15","2024/2/23","L  ",""
"761","224.9","2.523E+0","0.000E+0","0.000E+0","0.00000E+0","15:53:16","2024/2/23","L  ",""
"762","224.9","2.523E+0","0.000E+0","0.000E+0","0.00000E+0","15:53:17","2024/2/23","L  ",""
"763","224.9","2.523E+0","0.000E+0","0.000E+0","0.00000E+0","15:53:18","2024/2/23","L  ",""
"764","224.9","2.523E+0","0.000E+0","0.000E+0","0.00000E+0","15:53:19","2024/2/23","L  ",""
"765","224.8","2.536E+0","0.000E+0","0.000E+0","0.00000E+0","15:53:20","2024/2/23","L  ",""
"766","224.9","2.523E+0","0.000E+0","0.000E+0","0.00000E+0","15:53:21","2024/2/23","L  ",""
"767","224.8","2.536E+0","0.000E+0","0.000E+0","0.00000E+0","15:53:22","2024/2/23","L  ",""
"768","224.9","2.523E+0","0.000E+0","0.000E+0","0.00000E+0","15:53:23","2024/2/23","L  ",""
"769","224.8","2.536E+0","0.000E+0","0.000E+0","0.00000E+0","15:53:24","2024/2/23","L  ",""
"770","224.7","2.549E+0","0.000E+0","0.000E+0","0.00000E+0","15:53:25","2024/2/23","L  ",""
"771","224.9","2.523E+0","0.000E+0","0.000E+0","0.00000E+0","15:53:26","2024/2/23","L  ",""
"772","224.8","2.536E+0","0.000E+0","0.000E+0","0.00000E+0","15:53:27","2024/2/23","L  ",""
"773","224.8","2.536E+0","0.000E+0","0.000E+0","0.00000E+0","15:53:28","2024/2/23","L  ",""
"774","224.8","2.536E+0","0.000E+0","0.000E+0","0.00000E+0","15:53:29","2024/2/23","L  ",""
"775","224.9","2.523E+0","0.000E+0","0.000E+0","0.00000E+0","15:53:30","2024/2/23","L  ",""
"776","224.8","2.536E+0","0.000E+0","0.000E+0","0.00000E+0","15:53:31","2024/2/23","L  ",""
"777","224.8","2.536E+0","0.000E+0","0.000E+0","0.00000E+0","15:53:32","2024/2/23","L  ",""
"778","224.9","2.523E+0","0.000E+0","0.000E+0","0.00000E+0","15:53:33","2024/2/23","L  ",""
"779","224.7","2.549E+0","0.000E+0","0.000E+0","0.00000E+0","15:53:34","2024/2/23","L  ",""
"780","224.9","2.523E+0","0.000E+0","0.000E+0","0.00000E+0","15:53:35","2024/2/23","L  ",""
"781","224.9","2.523E+0","0.000E+0","0.000E+0","0.00000E+0","15:53:36","2024/2/23","L  ",""
"782","224.9","2.523E+0","0.000E+0","0.000E+0","0.00000E+0","15:53:37","2024/2/23","L  ",""
"783","224.9","2.523E+0","0.000E+0","0.000E+0","0.00000E+0","15:53:38","2024/2/23","L  ",""
"784","224.9","2.523E+0","0.000E+0","0.000E+0","0.00000E+0","15:53:39","2024/2/23","L  ",""
"785","224.9","2.523E+0","0.000E+0","0.000E+0","0.00000E+0","15:53:40","2024/2/23","L  ",""
"786","225.0","2.510E+0","0.000E+0","0.000E+0","0.00000E+0","15:53:41","2024/2/23","L  ",""
"787","224.9","2.523E+0","0.000E+0","0.000E+0","0.00000E+0","15:53:42","2024/2/23","L  ",""
"788","225.0","2.510E+0","0.000E+0","0.000E+0","0.00000E+0","15:53:43","2024/2/23","L  ",""
"789","225.0","2.510E+0","0.000E+0","0.000E+0","0.00000E+0","15:53:44","2024/2/23","L  ",""
"790","225.0","2.510E+0","0.000E+0","0.000E+0","0.00000E+0","15:53:45","2024/2/23","L  ",""
"791","225.0","2.510E+0","0.000E+0","0.000E+0","0.00000E+0","15:53:46","2024/2/23","L  ",""
"792","225.0","2.510E+0","0.000E+0","0.000E+0","0.00000E+0","15:53:47","2024/2/23","L  ",""
"793","225.0","2.510E+0","0.000E+0","0.000E+0","0.00000E+0","15:53:48","2024/2/23","L  ",""
"794","225.0","2.510E+0","0.000E+0","0.000E+0","0.00000E+0","15:53:49","2024/2/23","L  ",""
"795","225.0","2.510E+0","0.000E+0","0.000E+0","0.00000E+0","15:53:50","2024/2/23","L  ",""
"796","225.1","2.497E+0","0.000E+0","0.000E+0","0.00000E+0","15:53:51","2024/2/23","L  ",""
"797","225.1","2.497E+0","0.000E+0","0.000E+0","0.00000E+0","15:53:52","2024/2/23","L  ",""
"798","225.1","2.497E+0","0.000E+0","0.000E+0","0.00000E+0","15:53:53","2024/2/23","L  ",""
"799","225.1","2.497E+0","0.000E+0","0.000E+0","0.00000E+0","15:53:54","2024/2/23","L  ",""
"800","225.1","2.497E+0","0.000E+0","0.000E+0","0.00000E+0","15:53:55","2024/2/23","L  ",""
"801","225.1","2.497E+0","0.000E+0","0.000E+0","0.00000E+0","15:53:56","2024/2/23","L  ",""
"802","225.1","2.497E+0","0.000E+0","0.000E+0","0.00000E+0","15:53:57","2024/2/23","L  ",""
"803","225.0","2.510E+0","0.000E+0","0.000E+0","0.00000E+0","15:53:58","2024/2/23","L  ",""
"804","225.0","2.510E+0","0.000E+0","0.000E+0","0.00000E+0","15:53:59","2024/2/23","L  ",""
"805","225.1","2.497E+0","0.000E+0","0.000E+0","0.00000E+0","15:54:00","2024/2/23","L  ",""
"806","225.1","2.497E+0","0.000E+0","0.000E+0","0.00000E+0","15:54:01","2024/2/23","L  ",""
"807","225.1","2.497E+0","0.000E+0","0.000E+0","0.00000E+0","15:54:02","2024/2/23","L  ",""
"808","225.1","2.497E+0","0.000E+0","0.000E+0","0.00000E+0","15:54:03","2024/2/23","L  ",""
"809","225.1","2.497E+0","0.000E+0","0.000E+0","0.00000E+0","15:54:04","2024/2/23","L  ",""
"810","225.1","2.497E+0","0.000E+0","0.000E+0","0.00000E+0","15:54:05","2024/2/23","L  ",""
"811","225.0","2.510E+0","0.000E+0","0.000E+0","0.00000E+0","15:54:06","2024/2/23","L  ",""
"812","225.1","2.497E+0","0.000E+0","0.000E+0","0.00000E+0","15:54:07","2024/2/23","L  ",""
"813","225.2","2.484E+0","0.000E+0","0.000E+0","0.00000E+0","15:54:08","2024/2/23","L  ",""
"814","225.1","2.497E+0","0.000E+0","0.000E+0","0.00000E+0","15:54:09","2024/2/23","L  ",""
"815","225.1","2.497E+0","0.000E+0","0.000E+0","0.00000E+0","15:54:10","2024/2/23","L  ",""
"816","225.1","2.497E+0","0.000E+0","0.000E+0","0.00000E+0","15:54:11","2024/2/23","L  ",""
"817","225.2","2.484E+0","0.000E+0","0.000E+0","0.00000E+0","15:54:12","2024/2/23","L  ",""
"818","225.1","2.497E+0","0.000E+0","0.000E+0","0.00000E+0","15:54:13","2024/2/23","L  ",""
"819","225.1","2.497E+0","0.000E+0","0.000E+0","0.00000E+0","15:54:14","2024/2/23","L  ",""
"820","225.1","2.497E+0","0.000E+0","0.000E+0","0.00000E+0","15:54:15","2024/2/23","L  ",""
"821","225.1","2.497E+0","0.000E+0","0.000E+0","0.00000E+0","15:54:16","2024/2/23","L  ",""
"822","225.1","2.497E+0","0.000E+0","0.000E+0","0.00000E+0","15:54:17","2024/2/23","L  ",""
"823","225.1","2.497E+0","0.000E+0","0.000E+0","0.00000E+0","15:54:18","2024/2/23","L  ",""
"824","225.0","2.510E+0","0.000E+0","0.000E+0","0.00000E+0","15:54:19","2024/2/23","L  ",""
"825","225.0","2.510E+0","0.000E+0","0.000E+0","0.00000E+0","15:54:20","2024/2/23","L  ",""
